cp,edge,serv,tx
1:136.51,144.87,145.27,92.08,78.59,56.48,36.02,11.46,-8.84
0:0,25,228.00,78
1:136.95,145.00,145.20,92.16,78.63,56.41,36.01,11.51,-8.79
0:0,25,120.00,57
1:142.07,146.54,144.37,92.97,79.05,55.65,35.83,12.04,-8.19
0:0,26,171.00,100
1:140.89,146.18,144.56,92.79,78.95,55.82,35.87,11.92,-8.33
0:0,25,250.00,143
1:142.41,146.64,144.31,93.03,79.08,55.60,35.82,12.08,-8.15
0:0,25,81.00,47
1:147.58,148.19,143.47,93.85,79.50,54.83,35.64,12.63,-7.54
0:0,25,185.00,113
1:144.53,147.27,143.97,93.37,79.25,55.29,35.75,12.30,-7.90
0:0,25,79.00,54
1:146.30,147.80,143.68,93.65,79.40,55.02,35.69,12.49,-7.69
0:0,25,94.00,54
1:143.48,146.96,144.14,93.20,79.16,55.44,35.78,12.19,-8.02
0:0,25,109.00,47
1:141.48,146.36,144.46,92.88,79.00,55.74,35.85,11.98,-8.26
0:0,25,213.00,137
1:140.22,145.98,144.67,92.68,78.90,55.92,35.90,11.85,-8.41
0:0,25,215.00,118
1:142.94,146.79,144.23,93.11,79.12,55.52,35.80,12.14,-8.09
0:0,26,97.00,57
1:145.53,147.57,143.81,93.53,79.33,55.14,35.71,12.41,-7.78
0:0,25,200.00,101
1:143.84,147.07,144.08,93.26,79.19,55.39,35.77,12.23,-7.98
0:0,25,117.00,67
1:145.73,147.63,143.77,93.56,79.35,55.11,35.71,12.43,-7.76
0:0,25,157.00,73
1:144.79,147.35,143.93,93.41,79.27,55.25,35.74,12.33,-7.87
0:0,26,224.00,181
1:145.18,147.46,143.86,93.47,79.30,55.19,35.73,12.37,-7.82
0:0,26,156.00,85
1:147.58,148.18,143.47,93.85,79.50,54.83,35.65,12.62,-7.54
0:0,26,120.00,56
1:147.83,148.26,143.43,93.89,79.52,54.80,35.64,12.65,-7.51
0:0,25,189.00,103
1:147.03,148.02,143.56,93.77,79.46,54.92,35.66,12.57,-7.61
0:0,25,75.00,49
1:148.20,148.37,143.37,93.95,79.55,54.74,35.62,12.69,-7.47
0:0,25,128.00,56
1:146.21,147.77,143.70,93.63,79.39,55.04,35.69,12.48,-7.70
0:0,25,131.00,59
1:145.73,147.63,143.77,93.56,79.35,55.11,35.71,12.43,-7.76
0:0,25,118.00,72
1:145.35,147.52,143.84,93.50,79.32,55.16,35.72,12.39,-7.80
0:0,25,81.00,58
1:144.66,147.31,143.95,93.39,79.26,55.27,35.74,12.32,-7.88
0:0,26,123.00,53
1:143.10,146.84,144.20,93.14,79.13,55.50,35.80,12.15,-8.07
0:0,25,170.00,134
1:142.62,146.70,144.28,93.06,79.09,55.57,35.81,12.10,-8.12
0:0,25,120.00,57
1:143.26,146.89,144.18,93.16,79.15,55.47,35.79,12.17,-8.05
0:0,25,135.00,54
1:142.73,146.73,144.26,93.08,79.10,55.55,35.81,12.11,-8.11
0:0,25,160.00,100
1:142.56,146.68,144.29,93.05,79.09,55.58,35.82,12.10,-8.13
0:0,25,84.00,54
1:142.94,146.79,144.23,93.11,79.12,55.52,35.80,12.14,-8.09
0:0,25,112.00,53
1:141.68,146.42,144.43,92.91,79.02,55.71,35.85,12.00,-8.23
0:0,26,188.00,105
1:141.06,146.23,144.53,92.81,78.97,55.80,35.87,11.94,-8.31
0:0,25,142.00,52
1:142.02,146.52,144.38,92.96,79.04,55.66,35.83,12.04,-8.19
0:0,26,90.00,48
1:142.02,146.52,144.38,92.96,79.04,55.66,35.83,12.04,-8.19
0:0,25,89.00,55
1:140.99,146.21,144.54,92.80,78.96,55.81,35.87,11.93,-8.32
0:0,25,138.00,56
1:139.99,145.91,144.71,92.64,78.88,55.96,35.90,11.83,-8.43
0:0,25,141.00,64
1:139.95,145.90,144.71,92.63,78.87,55.97,35.90,11.82,-8.44
0:0,25,94.00,59
1:139.97,145.91,144.71,92.64,78.88,55.96,35.90,11.82,-8.44
0:0,25,156.00,53
1:139.13,145.65,144.85,92.50,78.81,56.09,35.93,11.73,-8.53
0:0,25,143.00,65
1:139.43,145.74,144.80,92.55,78.83,56.04,35.92,11.77,-8.50
0:0,25,100.00,60
1:139.50,145.76,144.79,92.56,78.84,56.03,35.92,11.77,-8.49
0:0,25,90.00,54
1:138.81,145.56,144.90,92.45,78.78,56.13,35.94,11.70,-8.57
0:0,25,142.00,54
1:137.98,145.31,145.03,92.32,78.71,56.26,35.97,11.61,-8.67
0:0,25,107.00,65
1:138.05,145.33,145.02,92.33,78.72,56.25,35.97,11.62,-8.66
0:0,25,189.00,60
1:137.54,145.18,145.11,92.25,78.68,56.32,35.99,11.57,-8.72
0:0,26,67.00,54
1:138.37,145.43,144.97,92.38,78.74,56.20,35.96,11.65,-8.62
0:0,25,143.00,59
1:137.24,145.09,145.15,92.20,78.65,56.37,36.00,11.54,-8.76
0:0,25,100.00,54
1:137.33,145.11,145.14,92.21,78.66,56.36,35.99,11.54,-8.75
0:0,26,115.00,73
1:136.75,144.94,145.23,92.12,78.61,56.44,36.01,11.48,-8.81
0:0,26,162.00,72
1:136.42,144.84,145.29,92.07,78.58,56.49,36.02,11.45,-8.85
0:0,25,137.00,63
1:136.80,144.96,145.22,92.13,78.62,56.43,36.01,11.49,-8.81
0:0,26,119.00,46
1:136.81,144.96,145.22,92.13,78.62,56.43,36.01,11.49,-8.81
0:0,25,71.00,49
1:136.55,144.88,145.27,92.09,78.59,56.47,36.02,11.46,-8.84
0:0,25,171.00,125
1:135.61,144.60,145.42,91.94,78.52,56.61,36.05,11.36,-8.95
0:0,25,71.00,53
1:136.11,144.75,145.34,92.02,78.56,56.54,36.04,11.42,-8.89
0:0,25,68.00,50
1:135.20,144.48,145.49,91.87,78.48,56.67,36.07,11.32,-9.00
0:0,25,309.00,277
1:134.28,144.20,145.64,91.73,78.41,56.81,36.10,11.22,-9.11
0:0,25,710.00,639
1:136.64,144.91,145.25,92.10,78.60,56.46,36.02,11.47,-8.83
0:0,25,525.00,449
1:144.31,147.20,144.01,93.33,79.23,55.32,35.76,12.28,-7.93
0:0,25,769.00,704
1:149.33,148.71,143.19,94.13,79.64,54.57,35.59,12.81,-7.33
0:0,25,199.00,164
1:157.40,151.12,141.88,95.42,80.31,53.38,35.31,13.66,-6.39
0:0,25,63.00,53
1:157.93,151.28,141.79,95.51,80.35,53.30,35.29,13.71,-6.32
0:0,26,72.00,52
1:156.73,150.92,141.99,95.31,80.25,53.48,35.33,13.59,-6.46
0:0,25,112.00,58
1:155.67,150.60,142.16,95.15,80.17,53.63,35.37,13.48,-6.59
0:0,25,108.00,53
1:155.13,150.44,142.25,95.06,80.12,53.71,35.39,13.42,-6.65
0:0,25,167.00,92
1:154.55,150.27,142.34,94.97,80.07,53.80,35.41,13.36,-6.72
0:0,25,110.00,57
1:154.70,150.31,142.32,94.99,80.09,53.78,35.40,13.37,-6.70
0:0,25,67.00,54
1:154.17,150.15,142.40,94.91,80.04,53.86,35.42,13.32,-6.77
0:0,25,109.00,54
1:153.14,149.85,142.57,94.74,79.96,54.01,35.46,13.21,-6.89
0:0,25,90.00,74
1:152.63,149.69,142.65,94.66,79.92,54.09,35.47,13.16,-6.95
0:0,25,66.00,57
1:151.90,149.48,142.77,94.54,79.86,54.19,35.50,13.08,-7.03
0:0,25,111.00,54
1:150.93,149.18,142.93,94.39,79.78,54.34,35.53,12.98,-7.15
0:0,25,66.00,53
1:150.48,149.05,143.00,94.32,79.74,54.40,35.55,12.93,-7.20
0:0,25,70.00,58
1:149.54,148.77,143.16,94.16,79.66,54.54,35.58,12.83,-7.31
0:0,25,203.00,148
1:148.66,148.51,143.30,94.02,79.59,54.67,35.61,12.74,-7.41
0:0,25,115.00,51
1:149.25,148.68,143.20,94.12,79.64,54.59,35.59,12.80,-7.34
0:0,25,256.00,239
1:148.88,148.57,143.26,94.06,79.61,54.64,35.60,12.76,-7.39
0:0,25,694.00,623
1:150.02,148.91,143.08,94.24,79.70,54.47,35.56,12.88,-7.25
cp,edge,serv,tx
estimate[0],estimate[1],estimate[2],estimate[3],estimate[4],estimate[5],estimate[6],estimate[7]
0:0,25,694.00,10367
1:155.76,150.63,142.15,95.16,80.17,53.62,35.37,13.49,-6.58
0:0,25,112.00,54
1:161.38,152.31,141.23,96.06,80.64,52.79,35.18,14.08,-5.92
0:0,26,1474.00,1447
1:160.87,152.16,141.32,95.98,80.59,52.86,35.19,14.02,-5.98
0:0,26,111.00,56
1:174.30,156.18,139.13,98.12,81.70,50.87,34.74,15.44,-4.40
0:0,25,110.00,53
1:173.66,155.99,139.24,98.02,81.64,50.96,34.76,15.37,-4.47
0:0,25,1077.00,1061
1:173.02,155.80,139.34,97.92,81.59,51.06,34.78,15.30,-4.55
cp,edge,serv,tx
estimate[0],estimate[1],estimate[2],estimate[3],estimate[4],estimate[5],estimate[6],estimate[7]
0:0,25,214.00,100
1:-14566.38,-10776.28,-7216.43,-4477.86,-2832.96,-1418.75,-1000.02,-6.40,-0.14
0:2,81,117.00,57
1:213.90,-940.93,-2095.85,-758.28,-1335.74,-666.94,-955.68,-6.13,-0.14
0:8,241,117.00,57
1:213.90,164.83,116.90,68.86,44.66,22.37,9.88,-0.10,-0.14
0:7,216,48.00,0
1:213.90,164.83,116.90,68.86,44.66,22.37,9.88,-0.10,-0.14
0:6,186,24.00,13
1:213.88,88.21,116.94,313.13,284.20,-9.50,-67.41,35.38,23.86
0:5,161,67.00,11
1:213.77,131.70,117.21,207.88,181.86,55.01,23.28,34.38,20.44
0:1,53,83.00,53
1:214.06,130.64,117.22,221.01,192.07,62.85,26.17,36.32,22.57
0:1,53,94.00,53
1:204.64,98.77,112.56,302.08,275.58,64.27,17.61,48.82,37.16
0:1,53,111.00,54
1:204.07,96.84,112.27,307.03,280.68,64.35,17.09,49.58,38.05
0:1,52,151.00,78
1:205.26,100.88,112.86,296.83,270.17,64.17,18.17,48.01,36.21
0:1,52,132.00,57
1:208.54,112.02,114.49,268.61,241.11,63.68,21.16,43.65,31.13
0:1,53,105.00,53
1:209.61,115.66,115.02,259.42,231.64,63.52,22.13,42.24,29.48
0:1,52,101.00,63
1:209.13,114.01,114.78,263.60,235.95,63.59,21.69,42.88,30.23
0:1,52,122.00,49
1:208.61,112.27,114.52,268.02,240.50,63.67,21.22,43.56,31.03
0:1,52,116.00,56
1:208.95,113.42,114.69,265.13,237.52,63.62,21.53,43.12,30.51
0:1,53,134.00,67
1:209.03,113.69,114.73,264.45,236.82,63.61,21.60,43.01,30.38
0:1,53,96.00,54
1:209.60,115.62,115.01,259.55,231.78,63.52,22.12,42.26,29.50
0:1,52,145.00,75
1:209.09,113.91,114.76,263.89,236.24,63.60,21.66,42.93,30.28
0:1,53,88.00,51
1:209.83,116.40,115.12,257.59,229.75,63.49,22.32,41.95,29.15
0:1,53,175.00,82
1:209.21,114.29,114.82,262.93,235.25,63.58,21.76,42.78,30.11
cp,edge,serv,tx
estimate[0],estimate[1],estimate[2],estimate[3],estimate[4],estimate[5],estimate[6],estimate[7]
0:1,52,70.00,53
1:210.44,118.48,115.43,252.32,224.32,63.39,22.88,41.14,28.20
0:1,53,114.00,75
1:209.52,115.35,114.97,260.25,232.50,63.53,22.04,42.36,29.63
0:1,53,156.00,49
1:209.49,115.27,114.96,260.46,232.72,63.54,22.02,42.40,29.67
0:1,52,118.00,50
1:210.18,117.60,115.30,254.57,226.64,63.43,22.64,41.49,28.61
0:1,53,86.00,56
1:210.19,117.62,115.30,254.51,226.59,63.43,22.65,41.48,28.60
0:1,53,111.00,52
1:209.71,115.99,115.06,258.63,230.83,63.50,22.21,42.11,29.34
0:1,53,66.00,54
1:209.64,115.75,115.03,259.25,231.47,63.51,22.15,42.21,29.45
0:1,53,128.00,55
1:208.95,113.44,114.69,265.12,237.51,63.62,21.53,43.12,30.51
0:1,53,100.00,62
1:209.14,114.08,114.78,263.48,235.82,63.59,21.70,42.86,30.21
0:1,53,139.00,60
1:208.97,113.48,114.70,265.00,237.39,63.62,21.54,43.10,30.48
0:1,53,120.00,54
1:209.27,114.52,114.85,262.36,234.67,63.57,21.82,42.69,30.01
0:1,53,220.00,135
1:209.34,114.74,114.88,261.82,234.12,63.56,21.88,42.61,29.91
0:1,53,119.00,53
1:210.51,118.71,115.46,251.75,223.74,63.38,22.94,41.05,28.10
0:1,53,117.00,53
1:210.51,118.72,115.46,251.73,223.72,63.38,22.94,41.05,28.10
0:1,53,202.00,79
1:210.49,118.66,115.45,251.88,223.88,63.39,22.93,41.07,28.12
0:1,52,238.00,145
1:211.33,121.49,115.86,244.72,216.50,63.26,23.69,39.97,26.84
0:1,53,144.00,60
1:212.45,125.31,116.42,235.04,206.53,63.09,24.71,38.48,25.09
0:1,53,221.00,109
1:212.63,125.90,116.51,233.54,204.98,63.06,24.87,38.24,24.82
0:1,53,123.00,50
1:213.49,128.83,116.93,226.12,197.34,62.93,25.65,37.10,23.49
0:1,53,169.00,52
1:213.44,128.65,116.91,226.56,197.79,62.94,25.61,37.17,23.57
0:1,53,97.00,48
1:213.79,129.82,117.08,223.60,194.74,62.89,25.92,36.71,23.04
0:1,52,101.00,73
1:213.51,128.90,116.94,225.94,197.16,62.93,25.67,37.07,23.46
0:1,53,146.00,65
1:213.29,128.13,116.83,227.88,199.15,62.97,25.47,37.37,23.81
0:1,52,174.00,70
1:213.43,128.61,116.90,226.67,197.91,62.94,25.60,37.19,23.59
0:1,53,140.00,50
1:213.78,129.79,117.07,223.69,194.83,62.89,25.91,36.72,23.05
0:1,53,115.00,58
1:213.85,130.04,117.11,223.03,194.16,62.88,25.98,36.62,22.93
0:1,52,168.00,62
1:213.74,129.67,117.06,223.97,195.13,62.90,25.88,36.77,23.10
0:1,52,113.00,51
1:214.01,130.60,117.19,221.63,192.72,62.86,26.13,36.41,22.68
0:1,52,144.00,70
1:213.89,130.18,117.13,222.69,193.80,62.87,26.02,36.57,22.87
0:1,52,160.00,78
1:213.99,130.50,117.18,221.88,192.97,62.86,26.10,36.45,22.73
0:1,52,81.00,57
1:214.18,131.16,117.27,220.20,191.24,62.83,26.28,36.19,22.42
0:1,53,73.00,48
1:213.86,130.06,117.11,223.00,194.12,62.88,25.99,36.62,22.93
0:1,53,148.00,53
1:213.49,128.83,116.93,226.11,197.33,62.93,25.66,37.10,23.49
0:1,53,167.00,132
1:213.61,129.24,116.99,225.09,196.28,62.92,25.76,36.94,23.30
0:1,53,70.00,55
1:213.84,130.01,117.11,223.11,194.24,62.88,25.97,36.64,22.95
0:1,53,123.00,53
1:213.48,128.80,116.93,226.19,197.41,62.94,25.65,37.11,23.50
0:1,53,263.00,114
1:213.45,128.69,116.91,226.48,197.71,62.94,25.62,37.16,23.55
0:1,53,102.00,51
1:214.22,131.29,117.29,219.87,190.90,62.82,26.32,36.14,22.36
0:1,53,174.00,67
1:214.05,130.74,117.21,221.28,192.36,62.85,26.17,36.35,22.62
0:1,53,206.00,124
1:214.29,131.55,117.33,219.23,190.25,62.81,26.38,36.04,22.25
0:1,52,282.00,138
1:214.70,132.91,117.53,215.77,186.68,62.75,26.75,35.50,21.63
0:1,52,191.00,117
1:215.49,135.60,117.92,208.96,179.67,62.63,27.47,34.45,20.40
0:4,133,168.00,20
1:215.78,136.58,118.06,206.48,177.11,62.59,27.73,34.07,19.96
0:1,52,156.00,112
1:214.35,136.64,115.73,198.51,169.17,61.80,28.18,33.20,18.93
0:1,53,115.00,59
1:214.58,136.97,116.00,198.42,169.05,61.86,28.23,33.15,18.87
0:1,52,190.00,165
1:214.32,136.60,115.70,198.52,169.18,61.79,28.18,33.20,18.94
cp,edge,serv,tx
estimate[0],estimate[1],estimate[2],estimate[3],estimate[4],estimate[5],estimate[6],estimate[7]
0:1,52,169.00,49
1:214.95,137.48,116.42,198.28,168.87,61.95,28.30,33.07,18.79
0:1,53,158.00,75
1:215.31,137.99,116.84,198.14,168.68,62.04,28.38,33.00,18.70
0:1,52,152.00,80
1:215.54,138.31,117.10,198.05,168.57,62.10,28.43,32.95,18.64
0:1,53,143.00,48
1:215.69,138.53,117.28,197.99,168.49,62.14,28.46,32.92,18.61
0:1,53,254.00,182
1:215.74,138.60,117.34,197.97,168.47,62.15,28.47,32.91,18.60
0:1,52,145.00,49
1:216.99,140.36,118.78,197.48,167.84,62.47,28.73,32.64,18.30
0:1,53,145.00,54
1:217.04,140.43,118.84,197.47,167.81,62.48,28.74,32.63,18.28
0:1,53,219.00,179
1:217.09,140.50,118.89,197.45,167.79,62.49,28.75,32.62,18.27
0:1,53,118.00,53
1:217.90,141.65,119.83,197.13,167.38,62.70,28.91,32.45,18.08
0:1,53,163.00,127
1:217.66,141.31,119.55,197.22,167.50,62.64,28.86,32.50,18.14
0:1,53,226.00,120
1:217.88,141.62,119.81,197.14,167.39,62.69,28.91,32.46,18.08
0:1,53,154.00,67
1:218.71,142.80,120.77,196.82,166.97,62.91,29.08,32.28,17.88
0:1,52,138.00,59
1:218.82,142.95,120.90,196.77,166.91,62.93,29.10,32.26,17.85
0:1,53,72.00,62
1:218.77,142.88,120.84,196.79,166.93,62.92,29.09,32.27,17.87
0:1,53,136.00,61
1:218.10,141.93,120.06,197.05,167.27,62.75,28.95,32.41,18.03
0:1,53,119.00,51
1:218.04,141.85,120.00,197.07,167.30,62.74,28.94,32.42,18.04
0:1,52,206.00,77
1:217.83,141.55,119.75,197.16,167.41,62.68,28.90,32.47,18.09
0:1,53,116.00,53
1:218.42,142.39,120.44,196.93,167.11,62.83,29.02,32.34,17.95
0:1,52,103.00,66
1:218.18,142.05,120.16,197.02,167.23,62.77,28.97,32.39,18.01
0:1,52,79.00,53
1:217.83,141.56,119.76,197.16,167.41,62.68,28.90,32.47,18.09
0:1,53,123.00,64
1:217.28,140.78,119.12,197.37,167.69,62.54,28.79,32.58,18.23
0:1,52,154.00,70
1:217.13,140.56,118.94,197.43,167.77,62.51,28.75,32.62,18.26
0:1,52,167.00,51
1:217.24,140.72,119.07,197.39,167.71,62.53,28.78,32.59,18.23
0:1,52,161.00,80
1:217.47,141.04,119.33,197.30,167.59,62.59,28.82,32.54,18.18
0:1,53,316.00,197
1:217.63,141.28,119.53,197.23,167.51,62.63,28.86,32.51,18.14
0:1,53,152.00,115
1:219.08,143.32,121.20,196.67,166.78,63.00,29.16,32.21,17.79
0:1,52,1679.00,1598
1:219.15,143.42,121.28,196.64,166.74,63.02,29.17,32.19,17.77
0:3,107,1679.00,20
1:231.60,160.98,135.67,191.81,160.46,66.17,31.73,29.58,14.78
0:6,187,12.00,12
1:449.08,158.94,130.47,1029.03,723.67,284.56,-159.29,82.04,77.83
0:6,187,9.00,9
1:440.67,159.07,131.77,1015.48,730.41,320.42,-93.56,95.39,91.61
0:6,187,11.00,11
1:437.04,159.13,132.33,1009.62,733.32,335.93,-65.13,101.17,97.58
0:6,187,9.00,9
1:434.93,159.16,132.66,1006.21,735.02,344.94,-48.60,104.52,101.04
0:6,187,10.00,10
1:433.61,159.19,132.86,1004.09,736.07,350.54,-38.33,106.61,103.20
0:6,186,10.00,10
1:432.68,159.20,133.00,1002.58,736.82,354.53,-31.02,108.09,104.73
0:6,186,12.00,12
1:431.99,159.21,133.11,1001.47,737.37,357.47,-25.63,109.19,105.86
0:6,187,9.00,9
1:431.43,159.22,133.20,1000.57,737.82,359.86,-21.26,110.07,106.78
0:6,186,10.00,10
1:431.03,159.23,133.26,999.92,738.15,361.57,-18.11,110.71,107.44
0:6,187,9.00,9
1:430.69,159.23,133.31,999.38,738.42,363.02,-15.46,111.25,107.99
0:6,186,12.00,12
1:430.42,159.24,133.35,998.94,738.63,364.17,-13.35,111.68,108.44
0:6,187,9.00,9
1:430.16,159.24,133.39,998.53,738.84,365.26,-11.34,112.09,108.86
0:6,187,9.00,21951
1:429.97,159.24,133.42,998.22,738.99,366.08,-9.85,112.39,109.17
0:6,187,10.00,10
1:429.81,159.25,133.45,997.96,739.12,366.78,-8.56,112.65,109.44
0:6,187,10.00,3693
1:429.66,159.25,133.47,997.71,739.25,367.43,-7.37,112.89,109.69
0:6,186,10.00,10
1:429.52,159.25,133.49,997.49,739.35,368.00,-6.33,113.11,109.91
0:6,187,10.00,3719
1:429.40,159.25,133.51,997.30,739.45,368.50,-5.40,113.29,110.10
0:6,187,9.00,9
1:429.30,159.25,133.53,997.13,739.53,368.96,-4.57,113.46,110.28
0:6,187,10.00,10
1:429.21,159.26,133.54,996.99,739.60,369.33,-3.88,113.60,110.42
0:6,187,9.00,9
1:429.12,159.26,133.55,996.85,739.67,369.70,-3.21,113.74,110.56
0:6,187,10.00,10
1:429.05,159.26,133.56,996.74,739.73,370.01,-2.64,113.85,110.68
0:6,187,10.00,10
1:428.98,159.26,133.57,996.62,739.79,370.31,-2.08,113.97,110.80
0:6,187,9.00,9
1:428.91,159.26,133.58,996.52,739.84,370.59,-1.57,114.07,110.91
0:6,187,9.00,9
1:428.86,159.26,133.59,996.43,739.88,370.82,-1.14,114.16,111.00
0:6,187,10.00,10
1:428.81,159.26,133.60,996.35,739.93,371.04,-0.75,114.24,111.08
0:6,187,10.00,10
1:428.76,159.26,133.61,996.26,739.97,371.26,-0.34,114.32,111.16
0:6,186,10.00,10
1:428.71,159.26,133.62,996.18,740.00,371.46,0.03,114.40,111.24
0:6,186,1283.00,1266
1:428.67,159.26,133.62,996.11,740.04,371.65,0.38,114.47,111.32
0:1,53,53.00,53
1:423.12,159.35,134.48,987.18,744.48,395.29,43.70,123.27,120.40
0:1,53,49.00,49
1:422.21,158.15,133.50,987.30,744.80,395.10,43.69,123.46,120.62
0:1,52,53.00,53
1:421.28,156.93,132.50,987.42,745.12,394.90,43.69,123.65,120.84
0:1,53,63.00,63
1:420.40,155.78,131.56,987.53,745.43,394.71,43.68,123.84,121.05
0:1,52,56.00,56
1:419.63,154.77,130.73,987.63,745.70,394.54,43.67,124.00,121.23
0:1,53,52.00,52
1:418.81,153.70,129.86,987.74,745.98,394.37,43.67,124.17,121.43
0:1,52,53.00,53
1:417.98,152.61,128.97,987.84,746.27,394.19,43.66,124.35,121.62
0:1,53,54.00,54
1:417.18,151.56,128.11,987.95,746.55,394.02,43.65,124.52,121.81
0:1,52,87.00,87
1:416.40,150.53,127.28,988.05,746.82,393.85,43.65,124.68,122.00
0:1,53,54.00,54
1:415.90,149.88,126.74,988.11,746.99,393.75,43.64,124.79,122.12
0:1,53,52.00,52
1:415.15,148.89,125.94,988.21,747.25,393.59,43.64,124.94,122.30
0:1,52,51.00,51
1:414.39,147.91,125.13,988.31,747.51,393.43,43.63,125.10,122.47
