cp,edge,serv,tx
estimate[0],estimate[1],estimate[2],estimate[3],estimate[4],estimate[5],estimate[6],estimate[7]
0:0,25,133,106
1:-14566.38,-10776.28,-7216.43,-4477.86,-2832.96,-1418.75,-1000.02,-6.40,-0.14
0:2,81,104,51
1:132.90,-1000.54,-2134.08,-782.75,-1349.52,-673.85,-957.24,-6.14,-0.14
0:8,242,0,0
1:132.90,117.83,103.90,53.84,46.63,23.33,19.34,-0.04,-0.14
0:7,217,116,0
1:132.90,117.83,103.90,53.84,46.63,23.33,19.34,-0.04,-0.14
0:6,187,142,9
1:132.86,-67.52,103.98,643.92,625.29,-53.72,-167.56,85.60,57.82
0:1,53,83,54
1:132.46,80.09,104.92,281.68,273.09,165.04,139.78,82.18,46.09
0:1,53,67,55
1:133.01,82.01,105.19,276.86,268.20,164.80,140.22,81.44,45.23
0:1,53,66,53
1:131.26,75.97,104.32,292.93,284.53,165.58,138.80,83.91,48.11
0:1,53,222,128
1:130.43,73.10,103.90,300.55,292.28,165.94,138.13,85.08,49.47
0:1,52,67,54
1:140.00,106.25,108.68,212.81,203.08,161.71,145.89,71.58,33.77
0:1,52,110,50
1:137.93,99.10,107.65,231.76,222.35,162.62,144.21,74.50,37.16
0:1,52,153,125
1:138.41,100.78,107.89,227.34,217.85,162.41,144.61,73.82,36.37
0:1,53,109,49
1:140.42,107.75,108.90,208.90,199.11,161.52,146.24,70.98,33.07
0:1,53,66,53
1:140.47,107.89,108.92,208.52,198.72,161.50,146.27,70.92,33.00
0:1,53,113,58
1:139.19,103.48,108.28,220.22,210.62,162.07,145.24,72.72,35.09
0:1,52,140,50
1:139.45,104.38,108.41,217.82,208.18,161.95,145.45,72.35,34.66
0:1,53,115,58
1:140.35,107.48,108.86,209.62,199.85,161.55,146.17,71.09,33.20
0:1,53,144,127
1:140.52,108.08,108.94,208.04,198.24,161.48,146.31,70.85,32.91
0:1,53,73,56
1:141.29,110.74,109.33,201.00,191.08,161.14,146.94,69.76,31.65
0:1,52,73,53
1:140.53,108.14,108.95,207.90,198.09,161.47,146.33,70.82,32.89
0:1,53,112,48
1:139.88,105.87,108.62,213.91,204.20,161.76,145.79,71.75,33.96
0:1,52,111,57
1:139.99,106.24,108.68,212.93,203.21,161.71,145.88,71.60,33.79
0:1,52,110,57
1:140.06,106.51,108.72,212.21,202.48,161.68,145.94,71.49,33.66
0:1,53,134,106
1:140.12,106.70,108.74,211.71,201.97,161.66,145.99,71.41,33.57
0:1,52,107,52
1:140.52,108.10,108.94,208.01,198.21,161.48,146.32,70.84,32.91
0:1,52,160,99
1:140.51,108.04,108.94,208.15,198.35,161.48,146.30,70.86,32.93
0:1,52,98,53
1:141.20,110.46,109.28,201.76,191.85,161.17,146.87,69.88,31.79
0:1,52,165,81
1:141.04,109.91,109.20,203.23,193.35,161.25,146.74,70.11,32.05
0:1,52,138,79
1:141.72,112.25,109.54,197.02,187.04,160.95,147.29,69.15,30.94
0:1,52,145,117
1:142.02,113.30,109.69,194.24,184.21,160.81,147.53,68.72,30.44
0:1,52,121,50
1:142.38,114.55,109.87,190.95,180.87,160.65,147.83,68.22,29.85
0:1,52,182,84
1:142.45,114.79,109.91,190.31,180.21,160.62,147.88,68.12,29.74
0:0,25,122,48
1:143.16,117.23,110.26,183.84,173.63,160.31,148.45,67.12,28.58
0:0,25,137,63
1:133.52,117.11,111.22,167.18,159.51,158.63,150.04,64.42,25.49
0:0,25,74,49
1:134.60,117.13,111.11,169.03,161.07,158.82,149.86,64.72,25.83
0:0,25,123,52
1:120.17,116.94,112.55,144.10,139.93,156.31,152.23,60.69,21.20
0:0,25,146,114
1:120.71,116.95,112.49,145.03,140.72,156.40,152.14,60.84,21.37
0:0,25,113,56
1:124.78,117.00,112.09,152.06,146.68,157.11,151.48,61.97,22.68
0:0,25,157,129
1:123.14,116.98,112.25,149.23,144.28,156.83,151.75,61.52,22.15
0:0,25,152,75
1:127.27,117.03,111.84,156.35,150.32,157.54,151.07,62.67,23.47
0:0,25,112,54
1:129.96,117.07,111.58,160.98,154.25,158.01,150.63,63.42,24.33
0:0,25,171,99
1:128.19,117.04,111.75,157.94,151.67,157.70,150.92,62.93,23.77
0:0,25,109,52
1:132.02,117.09,111.37,164.53,157.26,158.36,150.29,63.99,24.99
0:0,25,134,102
1:130.13,117.07,111.56,161.27,154.49,158.04,150.60,63.47,24.39
0:0,25,99,64
1:130.42,117.07,111.53,161.77,154.92,158.09,150.55,63.55,24.48
0:0,25,71,53
1:128.21,117.04,111.75,157.95,151.68,157.70,150.92,62.93,23.77
0:0,25,99,50
1:124.44,117.00,112.13,151.45,146.16,157.05,151.53,61.88,22.56
0:0,25,92,62
1:122.87,116.98,112.28,148.74,143.86,156.78,151.79,61.44,22.06
0:0,26,123,64
1:121.08,116.95,112.46,145.63,141.23,156.46,152.09,60.93,21.48
0:0,25,66,50
1:121.18,116.96,112.45,145.82,141.39,156.48,152.07,60.96,21.52
0:0,26,73,53
1:118.31,116.92,112.74,140.85,137.18,155.98,152.54,60.16,20.60
0:4,134,54,19
1:116.06,116.89,112.96,136.98,133.89,155.59,152.91,59.53,19.88
