19200000,640064,140064,6,2,7,40000
15200000,640064,100064,5,2,6,40000
13760000,640064,60064,4,2,5,40000
10880000,640064,40064,3,2,4,20000
9440000,640064,20064,2,2,3,20000
1440000,640064,10064,1,2,2,10000
0,640064,64,0,2,1,10000
0,64,0,0,1,0,64
0,0,0,0,0,0,0
